,userCode,ticketCount,flightPriceGo,flightPriceReturn,flightDistance,travelDays,hotelDays,hotelPrice,combo,userStatus,userCompany,userName,gender,age,ageRange,flightPriceDiffer,flightPriceSum,flightPriceDistanceAvg,hotelPriceDayAvg,flightPriceDifferDistanceAvg,flightPriceDifferTicketAvg,flightPriceTicketAvg,comboFrequency,hotelStayDayAvg,userStatus01,hotelPriceDayAvgRange,flightPriceDifferTicketAvgRange,travelDaysRange
10,10,52,45895.35,46522.159999999996,24211.75,127,34.0,6727.35,13,retained,4You,Melvin Lovejoy,male,36,"(30, 40]",626.8099999999977,92417.51,3.8170520511735004,197.86323529411766,0.02588866975745238,12.054038461538417,1777.2598076923075,0.25,2.6153846153846154,0,"(150, 200]","(0, 100]","(125, 150]"
11,11,52,49687.73,46807.340000000004,26846.06,120,42.0,9069.86,18,retained,4You,Virginia Roberts,female,61,"(60, 70]",-2880.3899999999994,96495.07,3.5943847998551743,215.94904761904763,-0.10729283924717442,-55.39211538461537,1855.6744230769232,0.34615384615384615,2.3333333333333335,0,"(200, 250]","(-100, 0]","(100, 125]"
12,12,52,47943.36,46592.16,24286.6,129,52.0,10765.42,21,retained,4You,David Thomas,male,53,"(50, 60]",-1351.199999999997,94535.52,3.892497097164692,207.0273076923077,-0.0556356179951083,-25.984615384615328,1817.9907692307693,0.40384615384615385,2.4761904761904763,0,"(200, 250]","(-100, 0]","(125, 150]"
13,13,52,50320.9,47894.89,28096.55,130,45.0,10069.09,17,retained,4You,Irene Tucker,none,36,"(30, 40]",-2426.010000000002,98215.79000000001,3.4956530250155273,223.75755555555557,-0.08634547657986487,-46.6540384615385,1888.7651923076924,0.3269230769230769,2.6470588235294117,0,"(200, 250]","(-100, 0]","(125, 150]"
14,14,39,37105.65,36017.71,19767.73,95,22.0,4939.51,9,churned,4You,John Cody,male,37,"(30, 40]",-1087.9400000000023,73123.36,3.6991278209485867,224.52318181818183,-0.055036162472878895,-27.895897435897496,1874.9579487179487,0.23076923076923078,2.4444444444444446,1,"(200, 250]","(-100, 0]","(75, 100]"
15,15,52,47750.69,48618.56,25223.51,120,33.0,6494.37,14,retained,4You,Janice Cudney,female,56,"(50, 60]",867.8699999999953,96369.25,3.820612198698754,196.7990909090909,0.03440718599433605,16.689807692307603,1853.2548076923076,0.2692307692307692,2.357142857142857,0,"(150, 200]","(0, 100]","(100, 125]"
16,16,52,48942.24,47742.2,24296.0,139,37.0,6568.0,15,retained,4You,Shane Hubner,female,47,"(40, 50]",-1200.0400000000009,96684.44,3.979438590714521,177.51351351351352,-0.0493924925913731,-23.077692307692324,1859.3161538461538,0.28846153846153844,2.466666666666667,0,"(150, 200]","(-100, 0]","(125, 150]"
17,17,37,30910.42,32226.84,17216.4,90,20.0,4264.91,8,churned,4You,Victor Tribbett,none,25,"(20, 30]",1316.420000000002,63137.259999999995,3.667274226899932,213.2455,0.0764631397969379,35.57891891891897,1706.4124324324323,0.21621621621621623,2.5,1,"(200, 250]","(0, 100]","(75, 100]"
18,18,52,45449.98,45481.02,25394.06,118,30.0,7672.21,15,retained,4You,Tanya Orourke,none,65,"(60, 70]",31.039999999993597,90931.0,3.5807980291453982,255.74033333333333,0.0012223330967948251,0.5969230769229538,1748.673076923077,0.28846153846153844,2.0,0,"(250, 300]","(0, 100]","(100, 125]"
19,19,52,49465.88,49675.66,26638.86,142,66.0,14783.82,24,retained,4You,John Bennett,male,22,"(20, 30]",209.7800000000061,99141.54000000001,3.721688540725842,223.99727272727273,0.007874961616225548,4.034230769230887,1906.5680769230771,0.46153846153846156,2.75,0,"(200, 250]","(0, 100]","(125, 150]"
20,20,52,48953.33,46942.04,26400.42,131,37.0,6897.52,16,retained,4You,Sally Roberts,female,65,"(60, 70]",-2011.2900000000009,95895.37,3.6323425915193774,186.41945945945946,-0.07618401525430281,-38.678653846153864,1844.1417307692307,0.3076923076923077,2.3125,0,"(150, 200]","(-100, 0]","(125, 150]"
21,21,52,52922.03,51847.8,28392.77,143,26.0,4913.4800000000005,9,retained,4You,Julia Meinhart,female,56,"(50, 60]",-1074.229999999996,104769.83,3.6900179165329767,188.98000000000002,-0.03783463184465608,-20.658269230769154,2014.804423076923,0.17307692307692307,2.888888888888889,0,"(150, 200]","(-100, 0]","(125, 150]"
22,22,52,51795.29,49455.58,28917.69,135,48.0,8633.27,18,retained,4You,Michele Ashford,female,51,"(50, 60]",-2339.709999999999,101250.87,3.5013470993015003,179.85979166666667,-0.08090929808017167,-44.99442307692306,1947.1321153846152,0.34615384615384615,2.6666666666666665,0,"(150, 200]","(-100, 0]","(125, 150]"
23,23,52,52199.47,47827.81,28707.53,123,43.0,10036.81,17,retained,4You,Leslie Sandoval,male,35,"(30, 40]",-4371.6600000000035,100027.28,3.484356891728407,233.41418604651162,-0.15228269377407264,-84.07038461538468,1923.6015384615384,0.3269230769230769,2.5294117647058822,0,"(200, 250]","(-100, 0]","(100, 125]"
24,24,40,37984.01,39385.03,22241.170000000002,108,35.0,6938.09,11,churned,4You,Calvin Cuellar,male,60,"(50, 60]",1401.0199999999968,77369.04000000001,3.478640736975618,198.23114285714286,0.06299218970944409,35.02549999999992,1934.226,0.275,3.1818181818181817,1,"(150, 200]","(0, 100]","(100, 125]"
25,25,52,47730.34,50357.74,26964.87,134,39.0,8517.43,15,retained,4You,Elizabeth Smith,female,64,"(60, 70]",2627.4000000000015,98088.07999999999,3.637624805904868,218.39564102564103,0.09743788863065171,50.526923076923104,1886.3092307692305,0.28846153846153844,2.6,0,"(200, 250]","(0, 100]","(125, 150]"
26,26,52,50646.94,50190.729999999996,27066.26,112,30.0,6273.49,14,retained,4You,Yolanda Connolly,female,49,"(40, 50]",-456.2100000000064,100837.67,3.7255856553509794,209.11633333333333,-0.0168553025057768,-8.773269230769355,1939.1859615384615,0.2692307692307692,2.142857142857143,0,"(200, 250]","(-100, 0]","(100, 125]"
27,27,52,51959.39,49018.73,27845.62,133,39.0,8847.44,15,retained,4You,Sean Pearson,male,62,"(60, 70]",-2940.659999999996,100978.12,3.626355599192979,226.85743589743592,-0.10560583675278182,-56.551153846153774,1941.886923076923,0.28846153846153844,2.6,0,"(200, 250]","(-100, 0]","(125, 150]"
28,28,9,8151.23,9240.45,4404.7699999999995,23,6.0,946.31,3,churned,4You,April Miller,female,46,"(40, 50]",1089.2200000000012,17391.68,3.948374148933997,157.71833333333333,0.2472819239143023,121.02444444444457,1932.408888888889,0.3333333333333333,2.0,1,"(150, 200]","(100, 200]","(0, 25]"
29,29,25,22405.93,22649.54,11371.85,59,10.0,2668.97,5,churned,4You,Lisa Natera,female,35,"(30, 40]",243.61000000000058,45055.47,3.96201761366884,266.897,0.02142219603670472,9.744400000000024,1802.2188,0.2,2.0,1,"(250, 300]","(0, 100]","(50, 75]"
30,30,11,7725.139999999999,8811.83,3734.18,28,12.0,2191.88,4,churned,4You,Alberta Bornhorst,female,59,"(50, 60]",1086.6900000000005,16536.97,4.428541205833677,182.65666666666667,0.2910116812794243,98.79000000000005,1503.3609090909092,0.36363636363636365,3.0,1,"(150, 200]","(0, 100]","(25, 50]"
31,31,42,35068.02,35581.65,17979.83,102,29.0,5044.84,11,churned,4You,Christopher Elliott,none,40,"(30, 40]",513.6300000000047,70649.67,3.929384760590061,173.96,0.02856701092279541,12.229285714285826,1682.135,0.2619047619047619,2.6363636363636362,1,"(150, 200]","(0, 100]","(100, 125]"
32,32,52,51592.72,51449.56,27615.37,130,34.0,8094.12,14,retained,4You,Wesley Locker,male,44,"(40, 50]",-143.1600000000035,103042.28,3.7313380193710968,238.06235294117647,-0.0051840695960258185,-2.75307692307699,1981.5823076923077,0.2692307692307692,2.4285714285714284,0,"(200, 250]","(-100, 0]","(125, 150]"
33,33,2,2314.39,2438.51,1223.62,4,0.0,0.0,0,churned,4You,Ida Turzak,female,56,"(50, 60]",124.12000000000035,4752.9,3.884294143606675,0.0,0.10143672055049799,62.06000000000017,2376.45,0.0,0.0,1,,"(0, 100]","(0, 25]"
34,34,52,47613.39,49717.09,25674.63,126,34.0,8682.07,14,retained,4You,Anita Petersen,female,21,"(20, 30]",2103.699999999997,97330.48,3.790920453381412,255.355,0.08193691593608153,40.45576923076918,1871.74,0.2692307692307692,2.4285714285714284,0,"(250, 300]","(0, 100]","(125, 150]"
35,35,45,38940.37,40489.96,20575.81,116,31.0,5075.28,12,churned,4You,Helen Selby,none,34,"(30, 40]",1549.5899999999965,79430.33,3.86037439109323,163.71870967741935,0.07531125141610447,34.435333333333254,1765.1184444444445,0.26666666666666666,2.5833333333333335,1,"(150, 200]","(0, 100]","(100, 125]"
36,36,52,43480.14,42863.6,21996.64,141,58.0,11446.06,21,retained,4You,Anna Rodriguez,none,56,"(50, 60]",-616.5400000000009,86343.73999999999,3.925314957193462,197.34586206896552,-0.028028826220731932,-11.856538461538479,1660.4565384615382,0.40384615384615385,2.761904761904762,0,"(150, 200]","(-100, 0]","(125, 150]"
37,37,13,11047.4,9962.49,6791.85,33,8.0,1442.8500000000001,3,churned,4You,Denise Newton,none,27,"(20, 30]",-1084.9099999999999,21009.89,3.0933972334489126,180.35625000000002,-0.15973703777321346,-83.45461538461538,1616.1453846153845,0.23076923076923078,2.6666666666666665,1,"(150, 200]","(-100, 0]","(25, 50]"
38,38,52,49729.49,47336.96,26522.94,128,25.0,6206.32,12,retained,4You,Nancy Dowdy,female,47,"(40, 50]",-2392.529999999999,97066.45,3.6597168338050006,248.25279999999998,-0.09020606312874813,-46.010192307692286,1866.6625,0.23076923076923078,2.0833333333333335,0,"(200, 250]","(-100, 0]","(125, 150]"
39,39,52,48185.729999999996,47479.18,24904.56,125,34.0,5594.23,14,retained,4You,Billie Dwight,female,48,"(40, 50]",-706.5499999999956,95664.91,3.841260797219465,164.53617647058823,-0.028370306482025605,-13.587499999999917,1839.7098076923078,0.2692307692307692,2.4285714285714284,0,"(150, 200]","(-100, 0]","(100, 125]"
40,40,52,48235.26,47409.43,26131.77,132,27.0,5506.01,12,retained,4You,Carlos Campbell,none,42,"(40, 50]",-825.8300000000017,95644.69,3.660092293786452,203.9262962962963,-0.0316025282634893,-15.881346153846188,1839.3209615384617,0.23076923076923078,2.25,0,"(200, 250]","(-100, 0]","(125, 150]"
41,41,52,51504.71,51863.05,26414.100000000002,132,51.0,11913.26,21,retained,4You,Sandra Bissonnette,female,62,"(60, 70]",358.3400000000038,103367.76000000001,3.913355367019887,233.59333333333333,0.01356623924343452,6.891153846153919,1987.8415384615387,0.40384615384615385,2.4285714285714284,0,"(200, 250]","(0, 100]","(125, 150]"
42,42,2,2397.9700000000003,2861.8,1234.83,4,0.0,0.0,0,churned,4You,Robert Collins,male,61,"(60, 70]",463.8299999999999,5259.77,4.259509406153074,0.0,0.37562255533150307,231.91499999999996,2629.885,0.0,0.0,1,,"(200, 300]","(0, 25]"
43,43,52,45356.96,45472.909999999996,26439.07,121,50.0,10666.64,21,retained,4You,Louise James,female,24,"(20, 30]",115.94999999999709,90829.87,3.435441186093157,213.3328,0.004385555165139965,2.229807692307636,1746.7282692307692,0.40384615384615385,2.380952380952381,0,"(200, 250]","(0, 100]","(100, 125]"
44,44,52,44759.909999999996,45950.090000000004,24500.72,148,41.0,8648.88,15,retained,4You,David Brisco,male,21,"(20, 30]",1190.1800000000076,90710.0,3.702340176125436,210.94829268292682,0.04857734793099989,22.88807692307707,1744.423076923077,0.28846153846153844,2.7333333333333334,0,"(200, 250]","(0, 100]","(125, 150]"
45,45,52,49817.21,47729.74,26836.07,129,31.0,5359.21,13,retained,4You,Margaret Paul,female,54,"(50, 60]",-2087.470000000001,97546.95,3.6349193454928383,172.87774193548387,-0.07778597983982011,-40.14365384615387,1875.9028846153847,0.25,2.3846153846153846,0,"(150, 200]","(-100, 0]","(125, 150]"
46,46,52,56043.909999999996,51666.05,27489.81,137,59.0,14081.47,21,retained,4You,Bobby Garcia,male,42,"(40, 50]",-4377.859999999993,107709.95999999999,3.918177681111655,238.66898305084746,-0.15925391990704893,-84.18961538461525,2071.3453846153843,0.40384615384615385,2.8095238095238093,0,"(200, 250]","(-100, 0]","(125, 150]"
47,47,52,47315.22,46785.45,27532.829999999998,132,36.0,7548.38,15,retained,4You,Kevin Lindholm,male,28,"(20, 30]",-529.7700000000041,94100.67,3.4177623586097035,209.6772222222222,-0.019241392911662335,-10.187884615384693,1809.628269230769,0.28846153846153844,2.4,0,"(200, 250]","(-100, 0]","(125, 150]"
48,48,41,42660.03,40927.0,22564.65,104,36.0,7397.29,14,churned,4You,Clyde Ruiz,male,46,"(40, 50]",-1733.0299999999988,83587.03,3.704335320955565,205.4802777777778,-0.07680287529387776,-42.26902439024387,2038.7080487804878,0.34146341463414637,2.5714285714285716,1,"(200, 250]","(-100, 0]","(100, 125]"
49,49,52,44600.61,46219.69,22627.68,126,33.0,6024.04,12,retained,4You,Charles Wilenkin,male,55,"(50, 60]",1619.0800000000017,90820.3,4.013681473310565,182.54666666666665,0.07155307128260616,31.13615384615388,1746.5442307692308,0.23076923076923078,2.75,0,"(150, 200]","(0, 100]","(125, 150]"
50,50,52,52675.64,50120.1,26017.51,126,35.0,6173.16,14,retained,4You,Monique Williams,female,56,"(50, 60]",-2555.540000000001,102795.73999999999,3.9510214467103113,176.376,-0.09822385001485542,-49.14500000000002,1976.8411538461537,0.2692307692307692,2.5,0,"(150, 200]","(-100, 0]","(125, 150]"
51,51,1,360.22,406.36,222.67,3,3.0,728.64,1,churned,4You,Jenell Torbus,female,39,"(30, 40]",46.139999999999986,766.58,3.4426730138770383,242.88,0.20721246687923828,46.139999999999986,766.58,1.0,3.0,1,"(200, 250]","(0, 100]","(0, 25]"
52,52,52,50520.94,47201.15,25256.77,132,44.0,8826.49,16,retained,4You,Joyce Jacobsen,female,55,"(50, 60]",-3319.790000000001,97722.09,3.8691443917808965,200.60204545454545,-0.13144158972030076,-63.842115384615404,1879.2709615384615,0.3076923076923077,2.75,0,"(200, 250]","(-100, 0]","(125, 150]"
53,53,16,14994.4,15567.13,9098.64,36,17.0,3657.06,7,churned,4You,Carol Dixon,female,23,"(20, 30]",572.7299999999996,30561.53,3.358911881336112,215.12117647058824,0.0629467700667352,35.79562499999997,1910.095625,0.4375,2.4285714285714284,1,"(200, 250]","(0, 100]","(25, 50]"
54,54,52,48742.34,48309.72,27767.98,133,49.0,11342.29,17,retained,4You,Dorothea Delaney,female,21,"(20, 30]",-432.61999999999534,97052.06,3.495106954124859,231.47530612244898,-0.015579815312456842,-8.319615384615295,1866.3857692307693,0.3269230769230769,2.8823529411764706,0,"(200, 250]","(-100, 0]","(125, 150]"
55,55,52,53841.27,52126.9,29668.04,120,51.0,11965.22,23,retained,4You,Ivory Shiner,none,38,"(30, 40]",-1714.3699999999953,105968.17,3.5717954404807326,234.61215686274508,-0.057785077814375176,-32.96865384615376,2037.8494230769231,0.4423076923076923,2.217391304347826,0,"(200, 250]","(-100, 0]","(100, 125]"
56,56,52,44096.54,44347.94,25353.87,121,46.0,8675.96,19,retained,4You,Lindsey Pille,none,39,"(30, 40]",251.40000000000146,88444.48000000001,3.488401573408715,188.6078260869565,0.009915646013803868,4.834615384615413,1700.8553846153848,0.36538461538461536,2.4210526315789473,0,"(150, 200]","(0, 100]","(100, 125]"
57,57,44,39695.65,38698.87,21478.73,131,30.0,6505.98,11,churned,4You,Dorothy Dyson,female,32,"(30, 40]",-996.7799999999988,78394.52,3.6498675666578055,216.86599999999999,-0.04640777178166488,-22.654090909090883,1781.6936363636364,0.25,2.727272727272727,1,"(200, 250]","(-100, 0]","(125, 150]"
58,58,36,34435.22,36994.85,19087.59,94,18.0,4702.7,7,churned,4You,Ernie Walker,male,37,"(30, 40]",2559.6299999999974,71430.07,3.742225707907599,261.2611111111111,0.1340991712416286,71.10083333333326,1984.1686111111112,0.19444444444444445,2.5714285714285716,1,"(250, 300]","(0, 100]","(75, 100]"
59,59,35,31841.72,30838.93,16576.56,86,18.0,4145.7,8,churned,4You,Katherine Martinez,none,29,"(20, 30]",-1002.7900000000009,62680.65,3.781282123673428,230.31666666666666,-0.06049445723358771,-28.651142857142883,1790.8757142857144,0.22857142857142856,2.25,1,"(200, 250]","(-100, 0]","(75, 100]"
60,60,52,50435.67,47307.85,25114.059999999998,137,46.0,7808.78,19,retained,4You,Fred Moreta,male,47,"(40, 50]",-3127.8199999999997,97743.51999999999,3.891984012142999,169.75608695652173,-0.12454457781816242,-60.15038461538461,1879.6830769230767,0.36538461538461536,2.4210526315789473,0,"(150, 200]","(-100, 0]","(125, 150]"
61,61,52,51570.12,50075.57,27840.49,142,35.0,7737.0,15,retained,4You,Susan Armstrong,female,61,"(60, 70]",-1494.550000000003,101645.69,3.651002191412579,221.05714285714285,-0.05368260400589224,-28.74134615384621,1954.7248076923076,0.28846153846153844,2.3333333333333335,0,"(200, 250]","(-100, 0]","(125, 150]"
62,62,52,47453.56,47714.21,26437.45,130,32.0,7520.82,13,retained,4You,David Ray,none,32,"(30, 40]",260.65000000000146,95167.76999999999,3.5997333328289978,235.025625,0.009859120300936794,5.012500000000028,1830.1494230769229,0.25,2.4615384615384617,0,"(200, 250]","(0, 100]","(125, 150]"
63,63,52,47353.53,47513.11,25183.13,130,47.0,10234.67,21,retained,4You,Robert Bell,male,22,"(20, 30]",159.58000000000175,94866.64,3.7670710511362167,217.75893617021276,0.006336781805915378,3.0688461538461875,1824.3584615384616,0.40384615384615385,2.238095238095238,0,"(200, 250]","(0, 100]","(125, 150]"
64,64,52,50291.71,49532.6,28314.25,136,48.0,11550.47,18,retained,4You,Ann Moore,female,41,"(40, 50]",-759.1100000000006,99824.31,3.52558552672241,240.63479166666664,-0.02681017508851552,-14.598269230769242,1919.6982692307693,0.34615384615384615,2.6666666666666665,0,"(200, 250]","(-100, 0]","(125, 150]"
65,65,52,46541.13,46535.33,26632.15,134,45.0,10459.99,16,retained,4You,Christina Law,none,51,"(50, 60]",-5.799999999995634,93076.45999999999,3.4948909494727234,232.4442222222222,-0.00021778189143556318,-0.11153846153837758,1789.9319230769229,0.3076923076923077,2.8125,0,"(200, 250]","(-100, 0]","(125, 150]"
66,66,52,47398.46,47093.13,26216.79,128,38.0,7898.58,15,retained,4You,Lona Paquette,none,52,"(50, 60]",-305.33000000000175,94491.59,3.604239496902557,207.85736842105263,-0.011646353348369566,-5.871730769230803,1817.1459615384615,0.28846153846153844,2.533333333333333,0,"(200, 250]","(-100, 0]","(125, 150]"
67,67,52,46825.14,44884.38,23911.44,139,40.0,9616.74,15,retained,4You,Melissa Long,female,41,"(40, 50]",-1940.760000000002,91709.51999999999,3.8353825616524975,240.4185,-0.08116449699390761,-37.32230769230773,1763.6446153846152,0.28846153846153844,2.6666666666666665,0,"(200, 250]","(-100, 0]","(125, 150]"
68,68,52,52418.22,49071.03,27205.5,115,37.0,8024.58,19,retained,4You,Lori Friedman,female,62,"(60, 70]",-3347.1900000000023,101489.25,3.7304681038760545,216.88054054054055,-0.12303357776920117,-64.36903846153851,1951.7163461538462,0.36538461538461536,1.9473684210526316,0,"(200, 250]","(-100, 0]","(100, 125]"
69,69,52,46992.67,47240.52,25840.76,140,27.0,4998.53,9,retained,4You,Patty Chestnut,none,22,"(20, 30]",247.84999999999854,94233.19,3.64668802310768,185.13074074074072,0.009591436165190132,4.766346153846126,1812.1767307692307,0.17307692307692307,3.0,0,"(150, 200]","(0, 100]","(125, 150]"
70,70,52,47309.88,47181.17,27420.42,145,37.0,8082.14,14,retained,4You,Charles Lutz,male,57,"(50, 60]",-128.70999999999913,94491.04999999999,3.4460103091054037,218.43621621621622,-0.004693947065726897,-2.475192307692291,1817.1355769230768,0.2692307692307692,2.642857142857143,0,"(200, 250]","(-100, 0]","(125, 150]"
71,71,24,22449.66,23162.4,12105.52,61,21.0,4181.18,10,churned,4You,Walter Hendrickson,none,49,"(40, 50]",712.7400000000016,45612.06,3.7678728381763027,199.10380952380953,0.05887727251700064,29.697500000000066,1900.5024999999998,0.4166666666666667,2.1,1,"(150, 200]","(0, 100]","(50, 75]"
72,72,52,45244.4,45176.77,23918.079999999998,129,44.0,9210.1,20,retained,4You,Pearlie Truong,none,22,"(20, 30]",-67.63000000000466,90421.17,3.780452695199615,209.32045454545457,-0.0028275680991118293,-1.3005769230770126,1738.8686538461538,0.38461538461538464,2.2,0,"(200, 250]","(-100, 0]","(125, 150]"
73,73,52,45224.79,42944.98,25472.69,119,43.0,8524.09,16,retained,4You,Melissa Emch,female,46,"(40, 50]",-2279.8099999999977,88169.77,3.4613450719182,198.2346511627907,-0.08950016664906603,-43.84249999999996,1695.5725,0.3076923076923077,2.6875,0,"(150, 200]","(-100, 0]","(100, 125]"
74,74,40,34465.35,35774.53,19797.26,101,12.0,2347.87,7,churned,4You,Janet Vaness,none,24,"(20, 30]",1309.1800000000003,70239.88,3.547959667145858,195.65583333333333,0.06612935325393517,32.72950000000001,1755.997,0.175,1.7142857142857142,1,"(150, 200]","(0, 100]","(100, 125]"
75,75,52,54346.979999999996,54426.28,28522.87,130,50.0,8351.65,19,retained,4You,Robert Wilhite,male,65,"(60, 70]",79.30000000000291,108773.26,3.8135454111034406,167.033,0.0027802251316225513,1.5250000000000559,2091.7934615384615,0.36538461538461536,2.6315789473684212,0,"(150, 200]","(0, 100]","(125, 150]"
76,76,35,34669.17,31805.79,17301.1,81,13.0,2538.31,5,churned,4You,Dian Houde,none,65,"(60, 70]",-2863.3799999999974,66474.95999999999,3.8422389327846207,195.2546153846154,-0.1655027715000779,-81.81085714285707,1899.284571428571,0.14285714285714285,2.6,1,"(150, 200]","(-100, 0]","(75, 100]"
77,77,52,47658.7,46307.63,23458.86,121,29.0,5788.95,10,retained,4You,Helen Gorman,female,57,"(50, 60]",-1351.0699999999997,93966.32999999999,4.005579555016739,199.61896551724138,-0.057593165226272704,-25.98211538461538,1807.0448076923074,0.19230769230769232,2.9,0,"(150, 200]","(-100, 0]","(100, 125]"
78,78,52,44979.28,47451.02,24743.63,131,14.0,3135.69,7,retained,4You,Craig Milstead,none,31,"(30, 40]",2471.739999999998,92430.29999999999,3.7355190002436984,223.97785714285715,0.09989399291858138,47.5334615384615,1777.505769230769,0.1346153846153846,2.0,0,"(200, 250]","(0, 100]","(125, 150]"
79,79,52,49076.22,44757.02,24581.97,138,45.0,10581.289999999999,17,retained,4You,Margaret Bertholf,female,65,"(60, 70]",-4319.200000000004,93833.23999999999,3.817157046404336,235.13977777777777,-0.1757060154251268,-83.06153846153855,1804.4853846153844,0.3269230769230769,2.6470588235294117,0,"(200, 250]","(-100, 0]","(125, 150]"
80,80,29,29544.83,28941.43,15351.79,80,20.0,5364.21,7,churned,4You,Elissa Hubbard,female,45,"(40, 50]",-603.4000000000015,58486.26,3.8097355422396997,268.2105,-0.039304862820557174,-20.806896551724186,2016.7675862068966,0.2413793103448276,2.857142857142857,1,"(250, 300]","(-100, 0]","(75, 100]"
81,81,52,45753.61,44459.05,24392.64,126,44.0,10388.56,16,retained,4You,Angela Hill,female,21,"(20, 30]",-1294.5599999999977,90212.66,3.698355733532738,236.10363636363635,-0.05307174623165011,-24.89538461538457,1734.8588461538461,0.3076923076923077,2.75,0,"(200, 250]","(-100, 0]","(125, 150]"
82,82,52,51625.63,51437.57,30314.45,135,26.0,6155.26,11,retained,4You,Matthew Middendorf,male,60,"(50, 60]",-188.05999999999767,103063.2,3.3998043837179956,236.74076923076925,-0.006203642157452887,-3.6165384615384166,1981.9846153846154,0.21153846153846154,2.3636363636363638,0,"(200, 250]","(-100, 0]","(125, 150]"
83,83,52,49438.409999999996,51421.54,26096.19,119,35.0,6383.48,18,retained,4You,Fay Hall,none,51,"(50, 60]",1983.1300000000047,100859.95,3.864930091327508,182.38514285714285,0.07599308558069223,38.13711538461548,1939.614423076923,0.34615384615384615,1.9444444444444444,0,"(150, 200]","(0, 100]","(100, 125]"
84,84,52,45533.04,44215.56,24593.22,145,32.0,7531.08,14,retained,4You,Josephine Miller,none,49,"(40, 50]",-1317.4800000000032,89748.6,3.6493228621546914,235.34625,-0.053570862213244266,-25.33615384615391,1725.9346153846154,0.2692307692307692,2.2857142857142856,0,"(200, 250]","(-100, 0]","(125, 150]"
